customer_id,name,dob,gender,phone,email,signup_date,country,customer_risk_level,avg_txn_amount
1023,Amy Cantrell,1952-06-25,F,(643)885-0095x3723,wallaceronald@example.org,2024-05-15,Togo,1,2566.56
1024,Christine Dillon,1961-10-17,M,(610)694-4164x23165,sextonjames@example.org,2022-09-17,Kyrgyz Republic,2,94.13
1025,Jasmine Cox,1992-01-04,M,001-706-734-9429x04617,huntscott@example.org,2024-10-23,Syrian Arab Republic,1,68.05
1026,Krystal Thompson,1959-09-09,F,3249837444,jefferyreed@example.com,2025-01-08,South Africa,3,12249.22
1027,Jasmine Scott,1936-04-13,F,(254)685-3626,hthompson@example.com,2022-06-27,Saint Martin,1,1310.02
1028,Adam Bernard,1980-12-09,F,685.557.4216,kimberly90@example.org,2023-01-30,Mozambique,3,539.16
1029,Billy Powers,1941-08-11,F,276-814-3788x4437,wmiller@example.com,2022-09-09,Tajikistan,1,723.43
1030,Dawn Gutierrez,1998-06-04,M,(763)268-1541,hernandezthomas@example.net,2023-10-21,Chad,1,1663.22
1031,Alexandra Holmes,1980-05-06,F,8782604356,rachel33@example.com,2025-09-21,Ethiopia,3,483.95
1032,Danielle Johnson,2000-07-23,F,+1-973-606-7182x2266,mendezkellie@example.com,2024-06-05,Malawi,1,149.42
1033,Daniel Wolf,1941-03-04,M,(273)796-3428x9876,melanie49@example.org,2025-02-16,Burundi,3,7792.92
1034,Amy Wong,1992-04-30,F,001-218-967-0663x20162,sherrycarpenter@example.org,2021-10-26,Seychelles,1,772.58
1035,Angela Carney,1956-07-22,M,818.626.5337x1708,george94@example.org,2025-02-22,Antarctica (the territory South of 60 deg S),1,31.31
1036,Leslie Mcdaniel,1966-09-20,M,835-949-0145,mcknightcarol@example.org,2022-07-27,Nicaragua,1,15.62
1037,Jessica Smith,1969-12-29,M,+1-982-343-8843x021,aruiz@example.com,2023-09-16,North Macedonia,3,20.05
1038,Denise Walker,1950-04-26,M,989-201-6492x81503,alvarezsharon@example.org,2024-01-09,Isle of Man,2,167.82
1039,Shawn Harris,2004-08-29,M,+1-480-681-7262x8296,megan50@example.net,2023-05-09,Thailand,3,1934.95
1040,Jose Keller,1980-12-08,M,001-827-341-1680,kgarrison@example.com,2020-12-23,Iraq,2,475.8
1041,Justin Moreno,1937-02-04,M,691.670.2634,marklarson@example.net,2024-02-24,Pakistan,4,29.0
1042,Felicia Boyd,2000-10-06,F,5128042425,richardssheila@example.org,2022-05-19,Zimbabwe,1,765.68
1043,David White,1971-01-20,F,001-476-603-9670,nicholasanderson@example.net,2022-09-17,Gambia,1,6.02
1044,Daniel Duran,1969-08-20,F,718.975.4036x48821,xwright@example.com,2021-03-04,Wallis and Futuna,3,783.97
1045,Zachary Yu,1966-03-26,M,(606)967-9986x49125,denniswilliams@example.com,2024-03-20,Colombia,2,27.57
1046,Christopher Jenkins,1952-05-07,M,4665617996,nicholas99@example.net,2025-04-11,Swaziland,1,1405.36
1047,Nancy Moody,1968-07-24,F,958.476.8877,sabrina60@example.com,2022-02-16,British Virgin Islands,1,54.19
1048,Christopher Mills,1969-01-15,F,+1-831-253-9839x122,smithcarl@example.com,2022-12-01,Australia,1,247.31
1049,Bridget Jensen,1943-12-25,Other,930-749-1341x0389,rachelbridges@example.com,2024-10-13,Bulgaria,1,344.03
1050,Kimberly Newman,1987-01-17,F,522-240-5920x8235,bholder@example.net,2021-02-05,Western Sahara,3,146.62
1051,Debbie Bullock,1989-05-07,M,(398)905-6820,john07@example.net,2021-09-07,Ireland,1,27.17
1052,Joseph Armstrong,2000-03-08,M,(440)743-4741,tamaradouglas@example.com,2024-04-17,Panama,5,794.86
1053,Anne Williams,2001-07-13,Other,432.717.5036x1920,garzazachary@example.org,2023-07-02,Cote d'Ivoire,2,312.52
1054,Edward White,1974-10-27,M,847-448-9047x6078,lesliejones@example.org,2024-09-21,Puerto Rico,1,178.89
1055,Billy Sherman,1944-07-08,F,708.851.7328x9514,teresajohnson@example.org,2024-10-25,Moldova,1,937.21
1056,Hailey Stephens,1945-07-29,F,001-215-974-4965x3916,ssmith@example.org,2023-10-29,Namibia,1,33.26
1057,Rebecca Love,1978-03-23,M,518-840-3982x2180,xmack@example.net,2022-11-27,Saint Martin,1,1169.29
1058,Jacob Hoover,1989-03-02,F,+1-840-678-8026x52951,nfletcher@example.org,2021-02-25,Saint Helena,3,801.31
1059,Jason Gonzalez,1960-08-28,F,+1-974-240-8806x708,blakeshelton@example.org,2022-10-30,Netherlands Antilles,1,593.48
1060,Miranda Schwartz,1973-03-20,Other,711.632.6611,ann52@example.com,2021-08-08,Dominican Republic,1,183.85
1061,Ashley Douglas,1939-03-22,M,772-620-5397x0774,timothy08@example.net,2022-05-27,Uganda,2,4121.14
1062,Stephanie Miller,1943-06-18,F,461-899-5394x6766,johnwarner@example.net,2021-12-26,Honduras,1,40.39
1063,William Taylor,1987-02-17,F,284-502-5787,dblack@example.com,2020-11-02,Vanuatu,4,272.15
1064,Andrew Foster,1993-11-17,Other,3502281640,brendavargas@example.org,2021-04-04,Bahamas,1,280.79
1065,Briana Taylor,1970-07-07,F,223-275-9795x31926,dwilliams@example.com,2022-11-01,United States Virgin Islands,5,4951.83
1066,Mary Scott,1972-01-08,M,+1-392-305-4894x4538,mccoydavid@example.net,2025-01-03,Nepal,1,275.08
1067,Gregory Lewis,1973-05-01,M,001-756-862-2952x17970,zsmith@example.com,2024-02-16,Bosnia and Herzegovina,1,894.57
1068,Emily Henderson,1995-09-28,M,7473266023,william01@example.com,2024-05-21,Zimbabwe,4,3442.68
1069,Andrea Hall,1947-02-02,F,(671)656-0587x90522,clarkbrittany@example.com,2022-07-05,Kenya,1,776.89
1070,Michael Schmitt,1984-07-17,M,315.879.0571,tbrandt@example.net,2025-08-22,Iraq,1,727.98
1071,Gary Mcclure,1966-10-22,F,259.774.8768,lwilliams@example.org,2025-10-03,Samoa,2,17.19
1072,Rebecca Davis,1970-12-07,F,801.992.2095,jayjefferson@example.org,2024-11-18,Portugal,1,198.97
1073,Michael Clark,1989-12-02,F,440-628-2532x6769,scottsellers@example.net,2024-11-21,Venezuela,3,658.36
1074,Joseph Morgan,1953-12-18,F,3238209140,jeremyyates@example.net,2022-03-04,Fiji,3,2915.37
1075,Tyrone Simpson,1944-06-04,M,+1-798-429-0755x154,cbrown@example.com,2023-04-24,Jordan,4,65.43
1076,Lisa Harris,1964-11-29,F,800-464-3322,trevormcdonald@example.org,2025-08-25,Costa Rica,1,28155.13
1077,Nicholas Graves,1939-05-31,F,(264)770-7038x5036,gavin84@example.org,2021-06-16,Norfolk Island,1,132.1
1078,Roger Bowman,1975-04-23,M,001-802-474-0675x8267,ashley06@example.org,2023-04-06,American Samoa,1,409.47
1079,Jared Ballard,1983-05-20,F,+1-564-361-4974x5979,tinahale@example.net,2021-02-26,Philippines,1,22.6
1080,Sara Erickson,1945-05-07,F,598-460-9955x049,bhampton@example.com,2024-12-07,Cuba,3,190.9
1081,Daniel Garza,1986-09-02,F,721-628-9811,jeremy00@example.net,2021-11-25,Barbados,2,349.17
1082,Jessica Hale,1957-01-18,F,(739)884-7422,sfrancis@example.com,2022-05-14,Bahrain,1,53.35
1083,Kelsey Stout,1952-05-05,M,378.887.0584,cruzchase@example.net,2025-03-08,Cook Islands,1,170.19
1084,Jacqueline Torres,1971-09-14,M,(205)986-7949x6383,jamesbrock@example.org,2022-12-27,Taiwan,3,288.28
1085,Spencer Butler,1987-02-08,F,(920)816-5557x8645,mark57@example.com,2025-06-08,Bolivia,1,188.13
1086,Jeffrey Smith,1941-12-08,M,(887)758-6824x0516,mark22@example.com,2022-04-12,Tokelau,1,176.51
1087,Randy Chapman,1999-02-05,M,902-233-8686x0835,chavezsusan@example.com,2023-05-22,Congo,1,29.67
1088,Elizabeth Zuniga,1955-10-05,M,586.202.0508,julie34@example.net,2021-03-15,Mozambique,1,27.3
1089,Jessica Jones,1999-07-20,F,+1-779-872-4528x413,alisha45@example.org,2020-12-01,Kyrgyz Republic,1,4.35
1090,Randy Walton,2001-10-18,M,280-495-7394x0598,tsmith@example.net,2022-07-22,El Salvador,1,42.63
1091,Shane Gates,1966-07-25,M,258-992-5849,meganhernandez@example.org,2023-02-11,Bhutan,1,49.52
1092,Mary Ruiz,2007-04-21,M,(275)495-1418x64823,kristin86@example.net,2025-08-10,Malaysia,2,54.44
1093,Jason Sanchez,1964-09-23,M,(960)858-6942,hcarter@example.org,2023-03-02,Bolivia,1,49.71
1094,Aaron Powell,1963-11-22,M,+1-715-618-1788x24265,ldean@example.org,2024-08-02,Venezuela,3,463.08
1095,Cynthia Stevens,1954-06-21,F,471.579.8902,kshelton@example.org,2024-05-23,Argentina,1,2.92
1096,Don Lloyd,1995-10-17,M,9848779541,medwards@example.net,2024-06-17,Malta,3,190.51
1097,Sherry Stephens DDS,1940-03-26,F,637.781.5915x790,jjackson@example.org,2021-06-22,Madagascar,1,11.68
1098,Jessica Harris,1937-12-05,F,(307)461-2396,wallskristie@example.net,2023-01-21,Antarctica (the territory South of 60 deg S),1,103.38
1099,Kimberly Aguirre,1948-05-24,F,(998)286-1820,whughes@example.net,2023-08-27,Argentina,1,3.1
1100,Kevin Robinson,1954-10-15,M,001-882-668-9334,pmorse@example.net,2021-10-27,Germany,1,48.41
1101,Garrett Dixon,1991-02-17,F,733.755.7077x31231,crystal57@example.net,2021-03-11,United Kingdom,1,271.31
1102,Mathew Warren,1965-02-12,F,644.940.4588x31141,curtisjacqueline@example.org,2021-02-03,Vietnam,2,3257.82
1103,Rebecca Rosales,1961-10-29,Other,(987)215-6891x0977,jessebeltran@example.net,2022-09-29,Ethiopia,1,952.98
1104,Edgar Jenkins,1999-03-13,M,001-840-536-6401,christiecastillo@example.com,2023-11-08,Madagascar,3,323.19
1105,Heather Duffy,1984-08-20,F,429.327.3186x830,angie42@example.org,2022-08-03,Denmark,1,2302.27
1106,James Haney,1985-07-24,F,285-948-3966,kevinnorton@example.com,2022-04-21,Russian Federation,1,87.14
1107,Nicholas Reed,1983-05-15,M,+1-941-274-9161,alexander22@example.org,2022-12-25,Malaysia,1,60.46
1108,Juan Brewer,1973-10-31,F,534-947-6094,vroberts@example.org,2021-08-13,Nauru,1,697.5
1109,Donna Walsh,1967-09-01,F,402.365.0996,robertchavez@example.org,2021-11-18,Netherlands Antilles,1,162.02
1110,Jennifer Cisneros MD,1977-06-23,F,001-263-342-0222x3499,jessicastanton@example.net,2024-01-11,Cyprus,1,9.91
1111,Luis Smith MD,1996-05-18,F,+1-415-524-4614x409,kimberlybell@example.com,2024-05-24,Gabon,1,2.1
1112,Jessica Parker,1986-02-10,F,3187637263,oenglish@example.com,2024-03-06,Guinea-Bissau,1,490.95
1113,Margaret Tucker,1994-07-09,M,(741)349-0038x5025,mariecasey@example.com,2025-10-09,Slovakia (Slovak Republic),1,18.75
1114,Dawn Dunn,2000-04-18,M,(528)583-9047,kingmichael@example.com,2023-04-09,Saint Martin,3,67.29
1115,John Carpenter,1961-10-05,M,(951)714-9788,bryangolden@example.org,2021-07-12,French Guiana,4,450.81
1116,Donna Alexander,1994-01-30,F,(318)630-8580x01873,brandinguyen@example.org,2020-12-07,El Salvador,1,227.02
1117,Joseph Jackson,1948-12-15,F,8787187109,vturner@example.com,2022-10-05,Taiwan,1,123.86
1118,Joshua Monroe,1954-04-02,M,(593)231-5423x06002,susanreynolds@example.com,2021-04-07,Oman,2,33.43
1119,Alicia Nguyen,1953-08-12,F,(941)214-2066,edwardsjonathan@example.net,2023-09-01,Namibia,2,45.09
1120,Brandon Heath,1992-07-30,M,238.722.2240,mistymatthews@example.org,2025-08-19,Papua New Guinea,1,28.74
1121,James Pena,1947-10-30,F,+1-590-411-3484x33913,hunter61@example.org,2022-04-25,Cayman Islands,1,172.56
1122,Dawn Collier,1990-11-07,M,+1-245-423-4286x44976,brandy66@example.org,2022-11-19,Ethiopia,2,316.35
1123,Monica Aguilar,1983-05-09,F,467.973.4985,michaeldavenport@example.org,2022-04-18,Grenada,1,26.81
1124,Vicki Powell PhD,1943-11-05,M,376-625-3809x664,xpatton@example.org,2022-04-29,Egypt,4,245.83
1125,Melissa Moore,1994-11-28,F,001-746-565-3538x96298,keithrich@example.net,2024-04-03,Saudi Arabia,1,29.86
1126,Kevin Evans MD,1945-12-13,M,(676)838-3543,vincent63@example.net,2024-02-13,Morocco,1,25.92
1127,Brian Cross,1954-11-03,M,397-393-9981x6153,gprince@example.net,2021-01-14,Congo,2,145.95
1128,David Crawford,1963-02-26,Other,226.407.2014x8967,kdennis@example.org,2024-09-29,British Indian Ocean Territory (Chagos Archipelago),1,10.69
1129,Veronica Sanders,1961-07-22,M,001-447-862-5429,maxwell63@example.org,2021-12-08,Netherlands Antilles,2,1371.92
1130,Paul Richards,1975-09-22,M,8368948112,ashley19@example.com,2021-09-28,Korea,1,51.02
1131,Stephen Walker,1979-07-18,F,291.301.6125,pparsons@example.net,2021-01-12,Netherlands,1,8473.03
1132,Amanda Webster,1961-04-24,F,634.343.7673,brandon98@example.net,2023-02-17,Estonia,1,150.38
1133,Tina Hancock,2001-12-31,M,+1-330-214-8116x049,allisondiana@example.org,2021-07-27,Uganda,1,110.94
1134,Justin Keith,1991-07-27,M,668-401-9903,blevinskayla@example.com,2021-02-22,Macao,3,97.79
1135,Dean Moore,1942-12-21,M,953.316.0791,samanthareyes@example.org,2023-08-13,Gibraltar,1,5.72
1136,Michael Miller,2002-04-04,M,932-219-4024,tarameyer@example.net,2024-11-26,Benin,2,90.95
1137,Casey Ferguson,1975-07-10,M,527-319-3678x57646,angelamaynard@example.org,2023-04-11,Uruguay,2,35.34
1138,Wesley Sandoval,1986-05-23,M,294-323-2154,christopherrogers@example.com,2025-01-23,Austria,3,91.83
1139,Jessica Stanley,1987-09-12,M,968-645-5252,smithcynthia@example.com,2024-04-23,Libyan Arab Jamahiriya,2,288.41
1140,Julie Daniels,1972-05-14,F,385.766.9489x93005,qhayes@example.com,2021-05-14,Cote d'Ivoire,2,69.66
1141,Jonathan Tanner,1959-11-22,M,817.226.6256x504,cjohnson@example.org,2023-12-04,French Polynesia,4,122.46
1142,Daniel Hatfield,1986-04-10,F,262.640.8710x06689,tuckeramanda@example.org,2023-02-24,Latvia,3,184.94
1143,Jonathan Rodriguez,1982-08-11,M,+1-622-932-8222x82408,michelle83@example.com,2024-04-13,New Caledonia,2,43.43
1144,Don Williams,1971-04-16,F,791.935.1135x053,fredday@example.net,2023-05-06,Bulgaria,4,43.28
1145,Jessica Wilson,1983-09-24,F,680.397.8302x8010,renee53@example.com,2020-11-17,Belarus,4,1432.24
1146,Beth Gill,1947-10-30,F,+1-544-278-6742x8021,wwalker@example.com,2023-08-25,United States Minor Outlying Islands,1,6.76
1147,Tracy Nunez,1965-10-04,M,289.712.1397x436,angela57@example.com,2025-07-28,Nauru,4,732.95
1148,Randy Gardner,1972-09-08,Other,(790)469-6904,esmith@example.net,2025-09-06,Australia,1,267.13
1149,Joe Hall,1972-01-09,F,(370)616-5276x136,taylorjeffrey@example.org,2024-02-14,Malaysia,1,620.88
1150,Nathan Gilbert,1956-09-09,M,+1-496-544-4772x5084,rachelthompson@example.com,2023-03-15,Malaysia,5,4272.7
1151,Denise Gibson,1951-12-20,M,615-253-6915x8557,fthompson@example.net,2020-11-08,Sudan,1,81.87
1152,Donald Wood,1943-03-06,F,433.529.5945,morrisamanda@example.org,2024-01-14,Malta,1,22.94
1153,Douglas Buck,1953-11-05,F,+1-466-429-9172x174,anthonymiller@example.com,2024-02-08,Mauritius,4,167.98
1154,Heather Allen,1958-10-13,M,(569)437-0632x5031,turnerkimberly@example.com,2022-04-27,Albania,1,11.92
1155,Jason Powers,1941-06-14,Other,993-333-5937,smithdebbie@example.org,2022-05-22,Russian Federation,1,13.29
1156,Jessica Bennett,1959-11-20,F,464-571-8559x40799,mitchellkimberly@example.net,2025-10-06,Spain,1,173.27
1157,David Rivers,1998-08-11,F,381.645.6474x370,james91@example.org,2022-08-30,Paraguay,1,4576.25
1158,Jessica Fisher,1993-01-25,F,905-227-6120x92815,zbates@example.net,2024-08-27,Nigeria,2,79.83
1159,David Leonard,1988-01-02,M,987.306.7635x3223,brenda12@example.com,2021-04-29,Svalbard & Jan Mayen Islands,3,712.64
1160,Maria Richardson,1964-11-06,M,711.542.9430x0037,morganwarner@example.org,2025-03-18,Cote d'Ivoire,1,362.42
1161,Gregory Hopkins,2003-03-02,F,(869)732-7841x7837,khanmatthew@example.org,2022-01-12,Uruguay,2,6.82
1162,Brandon Maxwell,1938-12-11,F,(952)466-4267x3512,leslie53@example.org,2025-04-09,Liechtenstein,3,14.36
1163,Emily Potter,1998-09-07,M,(348)278-4962x24945,richard25@example.org,2023-12-04,Isle of Man,1,13.08
1164,Keith Murphy,2007-06-21,M,912-506-2767x29350,gail42@example.org,2025-09-26,Bulgaria,1,548.5
1165,Jeffrey Patton,1985-05-05,M,6227347780,dsharp@example.org,2025-09-17,Holy See (Vatican City State),1,152.56
1166,Doris Rios,1997-04-12,M,4335982147,seansimon@example.org,2021-10-21,Puerto Rico,1,2344.95
1167,Melissa Nelson,1943-07-14,M,001-867-567-0636x328,rodriguezvanessa@example.org,2021-04-17,Anguilla,1,10.78
1168,Michelle Holmes,2003-04-30,F,226-448-3336x796,vjimenez@example.net,2021-03-26,Belize,1,64.47
1169,Samuel Bowman,1969-04-11,F,+1-346-592-0856x490,josewood@example.org,2022-07-29,United States of America,1,480.56
1170,Jacqueline Summers,1934-12-10,F,215-246-1758,stephaniegross@example.net,2025-08-12,Northern Mariana Islands,3,2518.63
1171,Mark Brown,1943-03-06,M,331-656-6851x353,thomasellis@example.com,2021-02-12,Madagascar,2,106.32
1172,Marcus Smith,1989-09-15,F,456.947.1778x40190,sullivancatherine@example.net,2021-03-29,Monaco,1,486.91
1173,Mr. Brandon Diaz,1987-10-18,M,(586)411-9976x75983,cjones@example.net,2022-07-21,Gibraltar,3,348.16
1174,William Clark,1960-08-14,Other,558-719-5657x285,vanessalane@example.net,2021-01-20,Sierra Leone,1,18.64
1175,Christopher Ross,1954-02-23,F,677-858-0158,mkelley@example.org,2025-02-22,Albania,1,131.56
1176,Richard Peterson,1956-04-06,F,227.466.9834x515,david85@example.com,2022-07-15,Japan,1,28.61
1177,April Stephens,1960-09-25,F,4899720738,vharrison@example.org,2021-09-20,British Indian Ocean Territory (Chagos Archipelago),1,4.02
1178,Francis Steele,2000-03-30,Other,+1-486-630-9007x1210,jamesleonard@example.com,2025-01-29,Cuba,3,734.17
1179,Matthew Allison,1995-08-29,M,719.861.9971x6596,acarrillo@example.com,2021-04-04,Armenia,1,88.56
1180,Cynthia Roberts,1971-01-08,M,7095522426,sweber@example.org,2024-01-11,Brunei Darussalam,1,229.36
1181,Paige Sanchez,1936-08-16,F,305.347.3601x579,benjamin10@example.org,2021-07-26,Indonesia,2,9.63
1182,Andre Johnson,1989-06-09,F,(789)634-7597x833,michaelkline@example.net,2022-02-07,Colombia,1,64.99
1183,Jamie Hudson,1969-02-18,M,(838)866-4320x3172,dustin82@example.com,2021-09-24,India,1,220.62
1184,Scott Vargas,1957-06-21,M,001-672-840-0020x8601,floresbridget@example.net,2025-05-25,Seychelles,1,222.18
1185,Rodney Simpson,1950-05-28,M,(230)233-5636x9301,lawrencealicia@example.net,2023-09-09,Namibia,3,34.48
1186,Jeremy Wilson,1935-04-20,F,280-528-3541x5892,mcleanjasmin@example.net,2022-10-24,Kenya,1,30.95
1187,David Butler,1958-01-03,F,+1-708-612-2681,qshannon@example.com,2024-05-13,Tanzania,3,90.27
1188,Susan Robinson,1946-10-31,M,5589330967,tiffany18@example.net,2020-11-05,British Virgin Islands,3,22.85
1189,Jay Hall,1990-05-16,M,001-450-516-7671x8776,bmcintosh@example.net,2023-06-10,Malta,1,213.11
1190,Nicholas Sanders,1956-10-16,F,262.592.2666x788,fschneider@example.com,2023-11-09,Svalbard & Jan Mayen Islands,4,282.2
1191,Joshua Davidson,1934-11-28,M,949.993.5981x255,uhernandez@example.net,2023-07-31,Taiwan,1,95.18
1192,Alexander Roberson,1985-01-31,F,001-580-350-1417x1657,brittanyrush@example.com,2025-01-13,Trinidad and Tobago,1,38.81
1193,Brandon Patel,1945-09-28,M,+1-614-486-0050x0924,fhoffman@example.com,2024-03-09,Northern Mariana Islands,4,9522.97
1194,Lori Day PhD,1961-07-08,M,2119250186,george06@example.net,2024-10-02,Norway,1,250.77
1195,Christopher Perez,1960-07-17,M,(693)418-0620x07302,bcurtis@example.org,2023-09-30,Eritrea,2,220.73
1196,David Landry,1974-01-19,F,8579144695,brandon68@example.com,2025-09-13,Solomon Islands,1,245.43
1197,Eric Case,1964-08-09,F,651-546-6886x583,anna35@example.net,2022-08-03,Mexico,1,210.2
1198,Sarah Collier,1964-03-11,M,(664)585-3207x75870,kendrasantos@example.net,2024-06-18,Monaco,1,219.83
1199,Mariah Turner,1993-06-04,F,+1-458-605-0450x509,uford@example.org,2022-09-03,Austria,1,13.95
1200,Christopher Odom,1961-07-06,M,001-607-773-7295,allensara@example.org,2024-09-16,Italy,2,5.89
1201,Willie Rodriguez,1940-01-19,F,+1-420-945-0281x43531,kelsey33@example.com,2021-12-26,Niger,1,49.93
1202,Robert Hardy,1948-07-03,M,723-459-0426,jmontoya@example.net,2023-08-18,Jordan,1,52.52
1203,Renee Cooper,1941-10-09,M,257.338.3855x45146,mariomiller@example.net,2024-01-19,United Arab Emirates,1,132.58
1204,Hunter Campos,1964-09-30,F,001-570-962-7281x673,paul21@example.net,2023-05-28,Ghana,1,652.42
1205,Jay Bowen,1957-07-07,F,001-464-212-6084x81876,colemanjim@example.net,2024-11-10,Syrian Arab Republic,4,763.55
1206,Richard Young,1980-07-19,F,467-404-5059,ralexander@example.org,2024-06-26,Yemen,3,156.77
1207,Cindy Harrington,2007-02-01,F,+1-280-448-5142,cathy36@example.com,2022-04-16,Haiti,2,2352.68
1208,Brianna Thompson,1967-02-23,M,934-427-5576,rodriguezmark@example.net,2021-03-17,Anguilla,2,56.33
1209,Cheyenne Miller,1962-06-18,F,+1-343-369-5310x2977,alfred29@example.org,2023-03-30,Yemen,2,91.44
1210,Jean Casey,1981-01-20,F,373-228-1629,nperez@example.org,2024-10-17,Cayman Islands,1,165.66
1211,Danielle Bradley,1945-02-03,M,273-976-7105x29877,michael99@example.net,2021-08-25,Belgium,1,385.29
1212,Amy Hill,1941-10-10,F,2205268387,dana02@example.net,2023-12-28,Germany,3,169.55
1213,Philip Williams,1941-04-14,M,509-834-6754x182,williamspamela@example.net,2025-02-03,Papua New Guinea,1,345.43
1214,Benjamin Savage,1977-06-29,M,433-446-0184,garciaamanda@example.net,2021-12-09,Chile,1,3.88
1215,Carrie Wise,1961-08-17,M,+1-516-881-6360x38917,owenswilliam@example.net,2023-11-22,Gambia,1,1607.34
1216,Clinton Williams,1982-12-09,F,(814)510-7071,ann08@example.net,2024-12-13,Gibraltar,2,44.29
1217,Jimmy Rice,1945-10-30,M,001-819-719-4454x56972,perry19@example.org,2021-09-13,Korea,4,4757.03
1218,Mr. Jeremy Cohen Jr.,2003-01-03,M,562.263.9561x26678,michael37@example.org,2024-06-15,Congo,5,263.34
1219,Kelly Burgess,1941-02-24,M,(823)446-1446,ucoleman@example.org,2025-06-12,Afghanistan,2,1682.25
1220,Ashley Trujillo,1991-06-13,M,001-814-521-5248x31968,bgreen@example.com,2023-05-05,Iceland,4,2952.51
1221,William Hughes,2004-04-18,F,503.868.8300x4837,hannahmiller@example.com,2023-06-25,Morocco,2,42.46
1222,Brianna Friedman,1950-04-12,M,+1-427-306-5934x10406,danielsgeorge@example.net,2022-05-10,Cayman Islands,1,15.04
1223,Joseph Smith,1950-05-12,F,996.607.5789x849,dweber@example.com,2023-03-16,Central African Republic,1,1573.55
1224,Caleb Ramirez,1990-07-06,M,765-881-8981x06173,codyrussell@example.org,2021-12-17,Chile,1,41.61
1225,Mrs. Heather Meyers,1991-03-21,M,369-349-6378,alicianorris@example.net,2024-09-26,Oman,1,12.41
1226,Amy Moreno,1957-07-03,F,001-301-830-7167x532,leahvazquez@example.com,2025-10-03,Uruguay,1,188.58
1227,Dana Harrison,2006-07-11,F,749-700-4903x72954,matthewfisher@example.org,2021-11-03,Pitcairn Islands,4,200.02
1228,Sandra Hernandez,1972-09-17,M,001-739-322-5517x4192,marilyn62@example.org,2025-10-19,Svalbard & Jan Mayen Islands,4,156.38
1229,Jennifer Johnson,1988-08-06,M,699.745.4138,cliffordprice@example.org,2022-05-14,Netherlands,1,116.62
1230,Raymond Ruiz,1989-04-01,F,459.309.6459x87240,xwebb@example.org,2022-11-16,Greenland,1,38.37
1231,Jordan Jones,1962-11-18,M,397.936.7072,jasminevillegas@example.net,2021-08-09,Uruguay,1,28.75
1232,Matthew Lucas,1971-08-13,M,898-730-6323,rachel18@example.org,2022-05-08,Pakistan,1,636.32
1233,Christopher Hodges,1971-09-01,F,(902)843-5094,jacqueline11@example.net,2023-06-15,Saint Pierre and Miquelon,4,16.33
1234,Austin Rogers,1972-02-07,F,3995414753,twilliams@example.net,2025-03-12,Burkina Faso,1,187.4
1235,Wanda Cohen,1942-05-30,M,426.211.0356x59429,johnreyes@example.com,2023-05-15,Jersey,1,31.32
1236,Yvonne Greene,1957-08-31,F,001-353-338-6194,chelseasmith@example.net,2025-10-10,South Africa,3,285.72
1237,Elizabeth Ramirez,1955-01-25,F,506-562-8346x3348,jason51@example.net,2022-10-11,Malta,1,322.5
1238,Logan Dennis,2003-12-02,M,(254)924-3826x92855,james09@example.com,2024-01-22,Central African Republic,1,36.39
1239,Taylor Roman,1985-08-11,M,+1-747-303-9696x453,csullivan@example.com,2025-07-29,Kuwait,1,348.25
1240,Kelly Smith,1981-02-13,M,828-887-3449x668,nchapman@example.net,2021-11-16,Eritrea,1,23.99
1241,Michael Ellis,1937-11-05,M,(390)714-9711x03847,wcastillo@example.com,2024-09-13,Jersey,1,345.55
1242,George Daniels,2003-07-28,F,(801)767-4492x34359,andradevictoria@example.com,2023-08-03,Gibraltar,1,1.27
1243,Rachael Ortiz,1966-01-10,M,454.702.4286x1789,cmartinez@example.org,2020-12-15,Greenland,2,115.46
1244,Miss Cynthia Morris,2001-07-29,M,(226)848-1638x49368,marcusbell@example.org,2021-04-16,Saint Helena,1,73.16
1245,Bobby Duran,1994-08-08,M,+1-696-795-1930,rebeccamckee@example.com,2021-07-14,Kuwait,2,2846.01
1246,Olivia Williams,1964-03-31,M,(656)820-3634x4439,tburgess@example.org,2023-10-18,Djibouti,2,32.54
1247,Megan Hernandez,1965-01-29,M,(776)917-0731x744,lmercado@example.net,2021-09-16,Isle of Man,3,141.25
1248,Tony Wallace,1977-06-09,M,001-608-698-9774x759,shelleycombs@example.net,2021-12-21,Grenada,1,307.62
1249,Sarah Griffin,1997-05-19,F,403-276-7687x404,wfisher@example.org,2021-12-28,Gambia,2,410.41
1250,Edward Jones,1998-12-11,M,001-833-709-9000x94065,johnroberts@example.com,2024-08-08,Guam,1,600.34
1251,Tina Cook,1992-05-04,M,(935)223-2660x004,jonesjill@example.com,2022-11-22,Myanmar,2,2094.8
1252,Angela Greene,2003-02-13,Other,001-596-951-1815,richard14@example.net,2023-11-22,Gambia,1,12.21
1253,Thomas Dixon,1990-05-24,F,470.747.9666x82905,mcooper@example.net,2024-10-25,Holy See (Vatican City State),1,304.92
1254,Lisa Hill,1957-02-23,M,001-633-902-9276x405,cindyhenderson@example.org,2020-12-16,Bangladesh,3,1960.41
1255,Austin Liu,2007-03-19,M,(960)747-4733x8914,joseevans@example.com,2022-12-21,Sweden,1,8.89
1256,Garrett Baker,1948-11-06,F,8238873518,sara77@example.com,2021-11-27,Bhutan,1,2590.15
